embedding_model,corpus,query_id,difficulty,category,query,relevant_functions,top_1_function,top_5_functions,top_10_functions,first_relevant_rank,reciprocal_rank
bge-base,raw,q_1288,easy,functionality,Which part of the code is responsible for checks behaves correctly there non pawn pieces expected?,"[""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43""]",src/search/see.cpp::see::14,"[""src/search/see.cpp::see::14"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/misc.cpp::parseMove::135""]","[""src/search/see.cpp::see::14"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/misc.cpp::parseMove::135"", ""src/search/see.cpp::see::14"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/init.cpp::initLeaperPiecesAttacks::282""]",9,0.1111111111111111
bge-base,raw,q_1289,moderate,data_flow,Where does information from class transfer ownership one variable another takes parameter representing stores go before it is consumed?,"[""include/move.h::Move::Move::29""]",src/UCI.cpp::handlePosition::122,"[""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::resetGameVariables::26"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/UCI.cpp::handlePosition::122""]","[""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::resetGameVariables::26"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/misc.cpp::printMovesList::122""]",,0.0
bge-base,raw,q_1290,difficult,multi_hop,Which sequence carries uses algorithms such minimax analyze positions make decisions takes account through an intermediate operation toward performs bitwise operations extract information input number uses predefined magic?,"[""src/search/see.cpp::see::14"", ""include/inline_functions.h::bsf::31"", ""include/types.h::pieceType::31""]",src/init.cpp::initSliderAttacks::291,"[""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::countBits::9"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""include/inline_functions.h::getRookXrayAttacks::74""]","[""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::countBits::9"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""src/init.cpp::initialiseSquaresBetween::400"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/UCI.cpp::handlePosition::122"", ""src/init.cpp::maskKingMoves::162""]",,0.0
bge-base,raw,q_1291,moderate,data_flow,How is the outcome of initializes evaluation tables chess pieces squares flipping white match endianness carried into later processing?,"[""src/eval/evaluation.cpp::init_tables::22""]",src/eval/evaluation.cpp::init_tables::22,"[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/eval/evaluation.cpp::flip::17""]","[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/eval/evaluation.cpp::flip::17"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::flipVertical::16"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initRandomKeys::322"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43""]",1,1.0
bge-base,raw,q_1292,moderate,control_flow,What branch determines the next step after calculates number squares between two positions chess considering type whether?,"[""src/init.cpp::bishopAttacksOnTheFly::213""]",src/misc.cpp::parseMove::135,"[""src/misc.cpp::parseMove::135"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initialiseSquaresBetween::400"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/misc.cpp::parseMove::135"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initialiseSquaresBetween::400"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/eval/evaluation.cpp::evaluate::35""]",,0.0
bge-base,raw,q_1293,moderate,control_flow,What branch determines the next step after initializes evaluation tables chess pieces squares flipping white match endianness?,"[""src/eval/evaluation.cpp::init_tables::22""]",src/eval/evaluation.cpp::init_tables::22,"[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initialiseSquaresBetween::400"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43""]","[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initialiseSquaresBetween::400"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::flip::17"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/evaluation_tests.cpp::swapColours::33""]",1,1.0
bge-base,raw,q_1294,difficult,cross_function,How do the components responsible for takes empty input generates all possible moves calling class gives and class represents possible moves chess has methods generate all legal cooperate?,"[""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""include/move.h::Move::Move::27""]",src/UCI.cpp::resetGameVariables::26,"[""src/UCI.cpp::resetGameVariables::26"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/hashtable.cpp::generateHashKey::26"", ""src/UCI.cpp::handlePosition::122""]","[""src/UCI.cpp::resetGameVariables::26"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/hashtable.cpp::generateHashKey::26"", ""src/UCI.cpp::handlePosition::122"", ""src/init.cpp::initRandomKeys::322"", ""src/search/see.cpp::see::14"", ""src/search/search.cpp::initSearchTables::54"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/UCI.cpp::handlePosition::122""]",,0.0
bge-base,raw,q_1295,easy,functionality,Which part of the code is responsible for successfully verifies check valid but fails invalid one?,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]",debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""src/hashtable.cpp::checkHashOccupancy::132""]","[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::recordHash::114"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/eval/evaluation.cpp::evaluate::35""]",1,1.0
bge-base,raw,q_1296,moderate,data_flow,Where does information from creates unique hash key chess position combining different pieces positions go before it is consumed?,"[""src/hashtable.cpp::generateHashKey::26""]",src/hashtable.cpp::generateHashKey::26,"[""src/hashtable.cpp::generateHashKey::26"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/hashtable.cpp::recordHash::114"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/init.cpp::initSliderAttacks::291""]","[""src/hashtable.cpp::generateHashKey::26"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/hashtable.cpp::recordHash::114"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/init.cpp::initSliderAttacks::291"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35""]",1,1.0
bge-base,raw,q_1297,moderate,data_flow,Where does information from converts chess algebraic notation representation go before it is consumed?,"[""src/misc.cpp::algebraicNotation::88""]",src/misc.cpp::algebraicNotation::88,"[""src/misc.cpp::algebraicNotation::88"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/misc.cpp::parseMove::135"", ""src/init.cpp::initSliderAttacks::291""]","[""src/misc.cpp::algebraicNotation::88"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/misc.cpp::parseMove::135"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::maskKingMoves::162"", ""src/init.cpp::initRandomKeys::322"", ""src/hashtable.cpp::generateHashKey::26"", ""src/UCI.cpp::handlePosition::122""]",1,1.0
bge-base,raw,q_1298,difficult,state_transition,What part of the implementation controls the transition associated with mating parses initializes chess engine iteratively deepens tree until finds?,"[""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29""]",benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29,"[""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initRandomKeys::322"", ""src/hashtable.cpp::clearTranspositionTable::67""]","[""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initRandomKeys::322"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/init.cpp::initSliderAttacks::291"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/init.cpp::initAll::428"", ""src/UCI.cpp::handlePosition::122""]",1,1.0
bge-base,raw,q_1299,difficult,state_transition,"If state from an earlier operation persists, what should I trace around constructs new existing?","[""include/move.h::Move::Move::35""]",src/UCI.cpp::handlePosition::122,"[""src/UCI.cpp::handlePosition::122"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/hashtable.cpp::recordHash::114"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handlePosition::122""]","[""src/UCI.cpp::handlePosition::122"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/hashtable.cpp::recordHash::114"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/UCI.cpp::handlePosition::122""]",,0.0
bge-base,raw,q_1300,moderate,data_flow,How does prints bitboard human readable format takes two arguments which printed become the resulting state across the code?,"[""src/misc.cpp::printBitBoard::27""]",src/misc.cpp::printBitBoard::27,"[""src/misc.cpp::printBitBoard::27"", ""src/misc.cpp::printMovesList::122"", ""src/misc.cpp::printMove::81"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/misc.cpp::printBitBoard::27"", ""src/misc.cpp::printMovesList::122"", ""src/misc.cpp::printMove::81"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50""]",1,1.0
bge-base,raw,q_1301,easy,functionality,Where should I start looking to understand struct contains information about state chess can undone includes castle?,"[""include/types.h::UndoInfo::UndoInfo::41""]",include/types.h::UndoInfo::UndoInfo::44,"[""include/types.h::UndoInfo::UndoInfo::44"", ""include/types.h::UndoInfo::UndoInfo::41"", ""src/search/search.cpp::initSearchTables::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/init.cpp::initSliderAttacks::291""]","[""include/types.h::UndoInfo::UndoInfo::44"", ""include/types.h::UndoInfo::UndoInfo::41"", ""src/search/search.cpp::initSearchTables::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getRookAttacks::66"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/hashtable.cpp::clearTranspositionTable::67""]",2,0.5
bge-base,raw,q_1302,easy,functionality,Where should I start looking to understand transposition table structure stores key information about previously evaluated positions?,"[""src/UCI.cpp::cleanUp::233""]",src/hashtable.cpp::clearTranspositionTable::67,"[""src/hashtable.cpp::clearTranspositionTable::67"", ""src/hashtable.cpp::initTranspositionTable::48"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::recordHash::114""]","[""src/hashtable.cpp::clearTranspositionTable::67"", ""src/hashtable.cpp::initTranspositionTable::48"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::recordHash::114"", ""include/types.h::UndoInfo::UndoInfo::41"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""src/eval/evaluation.cpp::init_tables::22"", ""src/hashtable.cpp::generateHashKey::26""]",,0.0
bge-base,raw,q_1303,moderate,control_flow,What branch determines the next step after reads input checks specific commands like updates game state accordingly?,"[""src/UCI.cpp::handleGo::194""]",src/UCI.cpp::UCI::238,"[""src/UCI.cpp::UCI::238"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/UCI.cpp::handlePosition::122""]","[""src/UCI.cpp::UCI::238"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::resetGameVariables::26"", ""src/UCI.cpp::handleGo::194"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]",7,0.14285714285714285
bge-base,raw,q_1304,difficult,error_handling,"If this operation fails under unusual input, what implementation area should I inspect?","[""src/hashtable.cpp::recordHash::114""]",debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handlePosition::122""]","[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleOption::66"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initRandomKeys::322"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]",,0.0
